iter_1000
2/1206.bmp (0.9999672174453735, '2 CL')
3/1174.bmp (0.5000728368759155, '3 CR')
3/998.bmp (0.5000066757202148, '3 CR')
3/843.bmp (0.5000293254852295, '3 CR')
3/593.bmp (0.5000014901161194, '3 CR')
3/931.bmp (0.5000094175338745, '3 CR')
3/93.bmp (0.49835696816444397, '2 CL')
3/156.bmp (0.5000442862510681, '3 CR')
3/137.bmp (0.500046968460083, '3 CR')
3/656.bmp (0.4999995231628418, '3 CR')
3/56.bmp (0.4999998211860657, '2 CL')
3/1089.bmp (0.5000009536743164, '3 CR')
3/218.bmp (0.5001754760742188, '3 CR')
3/1028.bmp (0.5000004172325134, '3 CR')
3/281.bmp (0.5000312924385071, '3 CR')
3/1159.bmp (0.5000011920928955, '3 CR')
3/724.bmp (0.5000004768371582, '3 CR')
3/1010.bmp (0.5000247955322266, '3 CR')
3/624.bmp (0.4999999403953552, '3 CR')
3/62.bmp (0.5000190138816833, '3 CR')
3/1119.bmp (0.5000064373016357, '3 CR')
3/718.bmp (0.5000013709068298, '3 CR')
3/531.bmp (0.5000000596046448, '3 CR')
3/249.bmp (0.5000433921813965, '3 CR')
3/812.bmp (0.49998968839645386, '2 CL')
3/1058.bmp (0.5000019073486328, '3 CR')
3/31.bmp (0.5000039935112, '3 CR')
3/312.bmp (0.5001270174980164, '3 CR')
4/674.bmp (0.825786292552948, '4 nothing')
4/1004.bmp (0.9996140599250793, '4 nothing')
4/790.bmp (0.5447493195533752, '4 nothing')
4/775.bmp (0.5025185942649841, '4 nothing')
4/699.bmp (0.9979876279830933, '4 nothing')
4/725.bmp (0.9998955726623535, '4 nothing')
4/1045.bmp (0.8789925575256348, '4 nothing')
4/617.bmp (0.5828075408935547, '4 nothing')
4/592.bmp (0.7054520845413208, '4 nothing')
4/663.bmp (0.999871551990509, '4 nothing')
4/437.bmp (0.9999421238899231, '4 nothing')
4/110.bmp (0.754763126373291, '4 nothing')
4/336.bmp (0.9086419939994812, '4 nothing')
4/488.bmp (0.9998061060905457, '4 nothing')
4/341.bmp (0.8763944506645203, '4 nothing')
4/902.bmp (0.9978519678115845, '4 nothing')
4/800.bmp (0.9094237089157104, '4 nothing')
4/841.bmp (0.998448371887207, '4 nothing')
4/927.bmp (0.6078190803527832, '4 nothing')
4/1030.bmp (0.6697709560394287, '4 nothing')
4/968.bmp (0.785549521446228, '4 nothing')
4/825.bmp (0.7567555904388428, '4 nothing')
4/1020.bmp (0.9921829104423523, '4 nothing')
4/994.bmp (0.9971033930778503, '4 nothing')
4/273.bmp (0.9997290372848511, '4 nothing')
4/565.bmp (0.5007633566856384, '4 nothing')
4/876.bmp (0.5324916243553162, '4 nothing')
4/18.bmp (0.9897059202194214, '4 nothing')
4/508.bmp (0.5021145343780518, '4 nothing')
4/815.bmp (0.5301661491394043, '4 nothing')
4/137.bmp (0.875876784324646, '4 nothing')
4/412.bmp (0.8578020334243774, '4 nothing')
4/917.bmp (0.986772358417511, '4 nothing')
4/643.bmp (0.5195257663726807, '4 nothing')
4/953.bmp (0.6626514196395874, '4 nothing')
4/246.bmp (0.9997920989990234, '4 nothing')
4/750.bmp (0.9663958549499512, '4 nothing')
4/765.bmp (0.551201581954956, '4 nothing')
4/1056.bmp (0.8693946003913879, '4 nothing')
4/942.bmp (0.9978172183036804, '4 nothing')
4/534.bmp (0.8855988383293152, '4 nothing')
4/193.bmp (0.5920578837394714, '4 nothing')
4/80.bmp (0.6052096486091614, '4 nothing')
4/519.bmp (0.9998489618301392, '4 nothing')
4/219.bmp (0.9525480270385742, '4 nothing')
4/544.bmp (0.9982830882072449, '4 nothing')
4/392.bmp (0.9998947381973267, '4 nothing')
4/979.bmp (0.5026411414146423, '4 nothing')
4/462.bmp (0.5026497840881348, '4 nothing')
4/164.bmp (0.5644030570983887, '4 nothing')

iter_95000
2/1206.bmp (0.9999680519104004, '2 CL')
2/1249.bmp (0.9999735951423645, '2 CL')
2/1309.bmp (0.9999178647994995, '2 CL')
2/202.bmp (0.9999262094497681, '2 CL')
2/669.bmp (0.9999995231628418, '2 CL')
2/373.bmp (0.9999845623970032, '2 CL')
2/386.bmp (0.9999992251396179, '2 CL')
2/937.bmp (0.9999262094497681, '2 CL')
2/737.bmp (0.9999737739562988, '2 CL')
2/238.bmp (0.9995927810668945, '2 CL')
2/824.bmp (0.9999884366989136, '2 CL')
2/36.bmp (0.9999935030937195, '2 CL')
2/528.bmp (0.9999945759773254, '2 CL')
2/67.bmp (0.9999935030937195, '2 CL')
2/1143.bmp (0.999986469745636, '2 CL')
2/1081.bmp (0.999983012676239, '2 CL')
2/768.bmp (0.9999876022338867, '2 CL')
2/1106.bmp (0.9998947381973267, '2 CL')
2/472.bmp (0.999991774559021, '2 CL')
2/1112.bmp (0.9998523592948914, '2 CL')
2/602.bmp (0.9999990463256836, '2 CL')
2/42.bmp (0.9999933242797852, '2 CL')
2/1049.bmp (0.9999960660934448, '2 CL')
2/987.bmp (0.9999998211860657, '2 CL')
2/1018.bmp (0.9999992251396179, '2 CL')
2/1174.bmp (0.9999890327453613, '2 CL')
2/404.bmp (0.9999704360961914, '2 CL')
2/571.bmp (0.9999974370002747, '2 CL')
2/1162.bmp (0.999988853931427, '2 CL')
2/862.bmp (0.9999667406082153, '2 CL')
2/503.bmp (0.9999987483024597, '2 CL')
2/1268.bmp (0.9999974370002747, '2 CL')
2/226.bmp (0.9999618530273438, '2 CL')
2/441.bmp (0.9999963641166687, '2 CL')
2/1237.bmp (0.9999890327453613, '2 CL')
2/171.bmp (0.9999891519546509, '2 CL')
2/701.bmp (0.9999820590019226, '2 CL')
2/534.bmp (0.9999927282333374, '2 CL')
2/638.bmp (0.9999945759773254, '2 CL')
2/893.bmp (0.9997230768203735, '2 CL')
2/651.bmp (0.9999947547912598, '2 CL')
2/103.bmp (0.9999213218688965, '2 CL')
2/269.bmp (0.999980628490448, '2 CL')
2/799.bmp (0.9999790191650391, '2 CL')
2/956.bmp (0.9999951124191284, '2 CL')
2/134.bmp (0.9999944567680359, '2 CL')
2/924.bmp (0.9999825358390808, '2 CL')
2/337.bmp (0.9999995231628418, '2 CL')
2/306.bmp (0.999987781047821, '2 CL')
2/831.bmp (0.9999918937683105, '2 CL')
0/790.bmp (0.49999603629112244, '0 HL')
0/66.bmp (0.5000002384185791, '0 HL')
0/1232.bmp (0.4999995827674866, '0 HL')
0/97.bmp (0.5000002384185791, '0 HL')
0/1170.bmp (0.4999987483024597, '0 HL')
0/347.bmp (0.5, '0 HL')
0/253.bmp (0.5000015497207642, '0 HL')
0/1045.bmp (0.5, '0 HL')
0/28.bmp (0.5000004768371582, '0 HL')
0/122.bmp (0.5, '0 HL')
0/846.bmp (0.4999985694885254, '2 CL')
0/160.bmp (0.5000014305114746, '0 HL')
0/946.bmp (0.4999755918979645, '0 HL')
0/446.bmp (0.5000002384185791, '0 HL')
0/128.bmp (0.5, '0 HL')
0/940.bmp (0.4999554753303528, '0 HL')
0/378.bmp (0.5, '0 HL')
0/852.bmp (0.49999895691871643, '2 CL')
0/1201.bmp (0.4999997019767761, '0 HL')
0/596.bmp (0.4999999403953552, '0 HL')
0/222.bmp (0.4999997615814209, '0 HL')
0/602.bmp (0.4999998211860657, '0 HL')
0/633.bmp (0.5, '0 HL')
0/627.bmp (0.5, '0 HL')
0/1107.bmp (0.5, '0 HL')
0/477.bmp (0.5000002384185791, '0 HL')
0/403.bmp (0.5000004768371582, '0 HL')
0/316.bmp (0.5, '0 HL')
0/1076.bmp (0.5, '0 HL')
0/435.bmp (0.5, '0 HL')
0/571.bmp (0.4999999403953552, '0 HL')
0/508.bmp (0.4999999403953552, '0 HL')
0/915.bmp (0.4999997019767761, '2 CL')
0/1013.bmp (0.5, '0 HL')
0/752.bmp (0.5, '0 HL')
0/883.bmp (0.4999995231628418, '2 CL')
0/665.bmp (0.5, '0 HL')
0/696.bmp (0.5, '0 HL')
0/727.bmp (0.5000002384185791, '0 HL')
0/1038.bmp (0.5, '0 HL')
0/1138.bmp (0.4999995231628418, '0 HL')
0/35.bmp (0.5000014305114746, '0 HL')
0/410.bmp (0.5000002384185791, '0 HL')
0/191.bmp (0.5000030994415283, '0 HL')
0/247.bmp (0.5000011324882507, '0 HL')
0/540.bmp (0.5, '0 HL')
0/285.bmp (0.5, '0 HL')
0/758.bmp (0.5, '0 HL')
0/153.bmp (0.5000264048576355, '0 HL')
0/1257.bmp (0.4999997019767761, '0 HL')
1/636.bmp (0.5, '1 HR')
1/926.bmp (0.4999927580356598, '2 CL')
1/1108.bmp (0.5000001788139343, '1 HR')
1/586.bmp (0.5, '1 HR')
1/467.bmp (0.5, '1 HR')
1/248.bmp (0.4999989867210388, '1 HR')
1/1242.bmp (0.5, '1 HR')
1/698.bmp (0.500000536441803, '1 HR')
1/530.bmp (0.5, '1 HR')
1/142.bmp (0.499999463558197, '1 HR')
1/11.bmp (0.5, '1 HR')
1/442.bmp (0.5, '1 HR')
1/890.bmp (0.5, '1 HR')
1/167.bmp (0.49999961256980896, '1 HR')
1/920.bmp (0.4999939799308777, '1 HR')
1/223.bmp (0.49999991059303284, '1 HR')
1/1318.bmp (0.5, '1 HR')
1/55.bmp (0.4999997615814209, '1 HR')
1/847.bmp (0.5, '1 HR')
1/67.bmp (0.5, '1 HR')
1/805.bmp (0.5, '1 HR')
1/1283.bmp (0.5, '1 HR')
1/155.bmp (0.49999910593032837, '1 HR')
1/536.bmp (0.5, '1 HR')
1/748.bmp (0.5000001788139343, '1 HR')
1/380.bmp (0.4999995827674866, '1 HR')
1/686.bmp (0.5000001192092896, '1 HR')
1/623.bmp (0.5, '1 HR')
1/273.bmp (0.5, '1 HR')
1/1023.bmp (0.49999991059303284, '1 HR')
1/298.bmp (0.5, '1 HR')
1/180.bmp (0.49999719858169556, '1 HR')
1/1156.bmp (0.5000002384185791, '1 HR')
1/211.bmp (0.5000000596046448, '1 HR')
1/1236.bmp (0.5, '1 HR')
1/975.bmp (0.49999991059303284, '1 HR')
1/998.bmp (0.4999968409538269, '1 HR')
1/105.bmp (0.5, '1 HR')
1/117.bmp (0.49999991059303284, '1 HR')
1/1072.bmp (0.4999997019767761, '1 HR')
1/755.bmp (0.5000001788139343, '1 HR')
1/1138.bmp (0.49999967217445374, '1 HR')
1/80.bmp (0.5, '1 HR')
1/1085.bmp (0.49999961256980896, '1 HR')
1/872.bmp (0.5, '1 HR')
1/367.bmp (0.5, '1 HR')
1/938.bmp (0.4999973773956299, '1 HR')
1/1198.bmp (0.49999961256980896, '1 HR')
1/317.bmp (0.5, '1 HR')
1/430.bmp (0.5, '1 HR')
3/1142.bmp (0.5000004768371582, '3 CR')
3/1226.bmp (0.5000038146972656, '3 CR')
3/749.bmp (0.5000009536743164, '3 CR')
3/124.bmp (0.499997615814209, '2 CL')
3/343.bmp (0.5000491142272949, '3 CR')
3/1200.bmp (0.5000011920928955, '3 CR')
3/1064.bmp (0.5000021457672119, '3 CR')
3/374.bmp (0.5000171661376953, '3 CR')
3/468.bmp (0.500007152557373, '3 CR')
3/687.bmp (0.5000003576278687, '3 CR')
3/937.bmp (0.499997615814209, '3 CR')
3/499.bmp (0.500005841255188, '3 CR')
3/437.bmp (0.500004768371582, '3 CR')
3/874.bmp (0.5000016689300537, '3 CR')
3/187.bmp (0.5001034736633301, '3 CR')
3/1147.bmp (0.5000011920928955, '3 CR')
3/1205.bmp (0.5000007152557373, '3 CR')
3/456.bmp (0.5000051259994507, '3 CR')
3/562.bmp (0.5000028610229492, '3 CR')
3/406.bmp (0.5000032782554626, '3 CR')
3/968.bmp (0.5000014305114746, '3 CR')
3/781.bmp (0.4999995231628418, '3 CR')
3/906.bmp (0.500008761882782, '3 CR')
3/1174.bmp (0.5000726580619812, '3 CR')
3/998.bmp (0.5000066757202148, '3 CR')
3/843.bmp (0.5000293254852295, '3 CR')
3/593.bmp (0.5000014901161194, '3 CR')
3/931.bmp (0.5000101327896118, '3 CR')
3/93.bmp (0.49836182594299316, '2 CL')
3/156.bmp (0.500044047832489, '3 CR')
3/137.bmp (0.500046968460083, '3 CR')
3/656.bmp (0.4999995231628418, '3 CR')
3/56.bmp (0.4999998211860657, '2 CL')
3/1089.bmp (0.5000009536743164, '3 CR')
3/218.bmp (0.5001752376556396, '3 CR')
3/1028.bmp (0.5000004172325134, '3 CR')
3/281.bmp (0.5000312924385071, '3 CR')
3/1159.bmp (0.5000011920928955, '3 CR')
3/724.bmp (0.5000004768371582, '3 CR')
3/1010.bmp (0.5000247955322266, '3 CR')
3/624.bmp (0.4999999403953552, '3 CR')
3/62.bmp (0.5000189542770386, '3 CR')
3/1119.bmp (0.5000064373016357, '3 CR')
3/718.bmp (0.5000011324882507, '3 CR')
3/531.bmp (0.5000000596046448, '3 CR')
3/249.bmp (0.5000431537628174, '3 CR')
3/812.bmp (0.49998968839645386, '2 CL')
3/1058.bmp (0.5000019073486328, '3 CR')
3/31.bmp (0.5000039935112, '3 CR')
3/312.bmp (0.5001265406608582, '3 CR')
4/674.bmp (0.8251888155937195, '4 nothing')
4/1004.bmp (0.9996124505996704, '4 nothing')
4/790.bmp (0.5446009635925293, '4 nothing')
4/775.bmp (0.5025116205215454, '4 nothing')
4/699.bmp (0.9979795217514038, '4 nothing')
4/725.bmp (0.9998949766159058, '4 nothing')
4/1045.bmp (0.8787166476249695, '4 nothing')
4/617.bmp (0.5826482772827148, '4 nothing')
4/592.bmp (0.7051690816879272, '4 nothing')
4/663.bmp (0.9998710751533508, '4 nothing')
4/437.bmp (0.9999418258666992, '4 nothing')
4/110.bmp (0.754533052444458, '4 nothing')
4/336.bmp (0.9083231687545776, '4 nothing')
4/488.bmp (0.9998050928115845, '4 nothing')
4/341.bmp (0.8760213851928711, '4 nothing')
4/902.bmp (0.9978413581848145, '4 nothing')
4/800.bmp (0.9091463088989258, '4 nothing')
4/841.bmp (0.9984415769577026, '4 nothing')
4/927.bmp (0.6076476573944092, '4 nothing')
4/1030.bmp (0.6696102619171143, '4 nothing')
4/968.bmp (0.785171389579773, '4 nothing')
4/825.bmp (0.7563846111297607, '4 nothing')
4/1020.bmp (0.9921361207962036, '4 nothing')
4/994.bmp (0.9970909953117371, '4 nothing')
4/273.bmp (0.9997280240058899, '4 nothing')
4/565.bmp (0.5007608532905579, '4 nothing')
4/876.bmp (0.5324198603630066, '4 nothing')
4/18.bmp (0.9896665811538696, '4 nothing')
4/508.bmp (0.5021139979362488, '4 nothing')
4/815.bmp (0.5300984382629395, '4 nothing')
4/137.bmp (0.8753467798233032, '4 nothing')
4/412.bmp (0.8572438955307007, '4 nothing')
4/917.bmp (0.9866935610771179, '4 nothing')
4/643.bmp (0.5194779634475708, '4 nothing')
4/953.bmp (0.662070631980896, '4 nothing')
4/246.bmp (0.999791145324707, '4 nothing')
4/750.bmp (0.9662989377975464, '4 nothing')
4/765.bmp (0.5511572360992432, '4 nothing')
4/1056.bmp (0.8691046833992004, '4 nothing')
4/942.bmp (0.9978084564208984, '4 nothing')
4/534.bmp (0.8852326273918152, '4 nothing')
4/193.bmp (0.5916282534599304, '4 nothing')
4/80.bmp (0.6049719452857971, '4 nothing')
4/519.bmp (0.9998481869697571, '4 nothing')
4/219.bmp (0.9523000717163086, '4 nothing')
4/544.bmp (0.9982759356498718, '4 nothing')
4/392.bmp (0.9998944401741028, '4 nothing')
4/979.bmp (0.502633810043335, '4 nothing')
4/462.bmp (0.502647876739502, '4 nothing')
4/164.bmp (0.5642218589782715, '4 nothing')

iter_96000
2/1206.bmp (0.9999680519104004, '2 CL')
2/1249.bmp (0.9999735951423645, '2 CL')
2/1309.bmp (0.9999178647994995, '2 CL')
2/202.bmp (0.9999262094497681, '2 CL')
2/669.bmp (0.9999995231628418, '2 CL')
2/373.bmp (0.9999844431877136, '2 CL')
2/386.bmp (0.9999992251396179, '2 CL')
2/937.bmp (0.999925971031189, '2 CL')
2/737.bmp (0.9999737739562988, '2 CL')
2/238.bmp (0.9995924234390259, '2 CL')
2/824.bmp (0.9999884366989136, '2 CL')
2/36.bmp (0.9999935030937195, '2 CL')
2/528.bmp (0.9999945759773254, '2 CL')
2/67.bmp (0.9999935030937195, '2 CL')
2/1143.bmp (0.9999863505363464, '2 CL')
2/1081.bmp (0.999983012676239, '2 CL')
2/768.bmp (0.9999876022338867, '2 CL')
2/1106.bmp (0.9998944997787476, '2 CL')
2/472.bmp (0.999991774559021, '2 CL')
2/1112.bmp (0.9998520016670227, '2 CL')
2/602.bmp (0.9999990463256836, '2 CL')
2/42.bmp (0.9999933242797852, '2 CL')
2/1049.bmp (0.9999960660934448, '2 CL')
2/987.bmp (0.9999998211860657, '2 CL')
2/1018.bmp (0.9999992251396179, '2 CL')
2/1174.bmp (0.9999890327453613, '2 CL')
2/404.bmp (0.9999703168869019, '2 CL')
2/571.bmp (0.9999974370002747, '2 CL')
2/1162.bmp (0.999988853931427, '2 CL')
2/862.bmp (0.9999666213989258, '2 CL')
2/503.bmp (0.9999987483024597, '2 CL')
2/1268.bmp (0.9999973177909851, '2 CL')
2/226.bmp (0.9999618530273438, '2 CL')
2/441.bmp (0.9999963641166687, '2 CL')
2/1237.bmp (0.9999890327453613, '2 CL')
2/171.bmp (0.9999890327453613, '2 CL')
2/701.bmp (0.9999820590019226, '2 CL')
2/534.bmp (0.9999927282333374, '2 CL')
2/638.bmp (0.9999945759773254, '2 CL')
2/893.bmp (0.9997228384017944, '2 CL')
2/651.bmp (0.9999947547912598, '2 CL')
2/103.bmp (0.9999213218688965, '2 CL')
2/269.bmp (0.9999804496765137, '2 CL')
2/799.bmp (0.9999790191650391, '2 CL')
2/956.bmp (0.9999951124191284, '2 CL')
2/134.bmp (0.9999944567680359, '2 CL')
2/924.bmp (0.9999825358390808, '2 CL')
2/337.bmp (0.9999995231628418, '2 CL')
2/306.bmp (0.999987781047821, '2 CL')
2/831.bmp (0.9999918937683105, '2 CL')
0/790.bmp (0.49999603629112244, '0 HL')
0/66.bmp (0.5000002384185791, '0 HL')
0/1232.bmp (0.4999995827674866, '0 HL')
0/97.bmp (0.5000002384185791, '0 HL')
0/1170.bmp (0.4999987483024597, '0 HL')
0/347.bmp (0.5, '0 HL')
0/253.bmp (0.5000015497207642, '0 HL')
0/1045.bmp (0.5, '0 HL')
0/28.bmp (0.5000004768371582, '0 HL')
0/122.bmp (0.5, '0 HL')
0/846.bmp (0.4999985694885254, '2 CL')
0/160.bmp (0.5000014305114746, '0 HL')
0/946.bmp (0.49997562170028687, '0 HL')
0/446.bmp (0.5000002384185791, '0 HL')
0/128.bmp (0.5, '0 HL')
0/940.bmp (0.49995559453964233, '0 HL')
0/378.bmp (0.5, '0 HL')
0/852.bmp (0.49999895691871643, '2 CL')
0/1201.bmp (0.4999997019767761, '0 HL')
0/596.bmp (0.4999999403953552, '0 HL')
0/222.bmp (0.4999997615814209, '0 HL')
0/602.bmp (0.4999998211860657, '0 HL')
0/633.bmp (0.5, '0 HL')
0/627.bmp (0.5, '0 HL')
0/1107.bmp (0.5, '0 HL')
0/477.bmp (0.5000002384185791, '0 HL')
0/403.bmp (0.5000004768371582, '0 HL')
0/316.bmp (0.5, '0 HL')
0/1076.bmp (0.5, '0 HL')
0/435.bmp (0.5, '0 HL')
0/571.bmp (0.4999999403953552, '0 HL')
0/508.bmp (0.4999999403953552, '0 HL')
0/915.bmp (0.4999997019767761, '2 CL')
0/1013.bmp (0.5, '0 HL')
0/752.bmp (0.5, '0 HL')
0/883.bmp (0.4999995231628418, '2 CL')
0/665.bmp (0.5, '0 HL')
0/696.bmp (0.5, '0 HL')
0/727.bmp (0.5000002384185791, '0 HL')
0/1038.bmp (0.5, '0 HL')
0/1138.bmp (0.4999995231628418, '0 HL')
0/35.bmp (0.5000014305114746, '0 HL')
0/410.bmp (0.5000002384185791, '0 HL')
0/191.bmp (0.5000030994415283, '0 HL')
0/247.bmp (0.5000011324882507, '0 HL')
0/540.bmp (0.5, '0 HL')
0/285.bmp (0.5, '0 HL')
0/758.bmp (0.5, '0 HL')
0/153.bmp (0.5000264048576355, '0 HL')
0/1257.bmp (0.4999997019767761, '0 HL')
1/636.bmp (0.5, '1 HR')
1/926.bmp (0.4999927580356598, '2 CL')
1/1108.bmp (0.5000001788139343, '1 HR')
1/586.bmp (0.5, '1 HR')
1/467.bmp (0.5, '1 HR')
1/248.bmp (0.4999990463256836, '1 HR')
1/1242.bmp (0.5, '1 HR')
1/698.bmp (0.5000007748603821, '1 HR')
1/530.bmp (0.5, '1 HR')
1/142.bmp (0.499999463558197, '1 HR')
1/11.bmp (0.5, '1 HR')
1/442.bmp (0.5, '1 HR')
1/890.bmp (0.5, '1 HR')
1/167.bmp (0.49999961256980896, '1 HR')
1/920.bmp (0.49999403953552246, '1 HR')
1/223.bmp (0.49999991059303284, '1 HR')
1/1318.bmp (0.5, '1 HR')
1/55.bmp (0.4999997615814209, '1 HR')
1/847.bmp (0.5, '1 HR')
1/67.bmp (0.5, '1 HR')
1/805.bmp (0.5, '1 HR')
1/1283.bmp (0.5, '1 HR')
1/155.bmp (0.49999910593032837, '1 HR')
1/536.bmp (0.5, '1 HR')
1/748.bmp (0.5000001788139343, '1 HR')
1/380.bmp (0.4999995827674866, '1 HR')
1/686.bmp (0.5000001192092896, '1 HR')
1/623.bmp (0.5, '1 HR')
1/273.bmp (0.5, '1 HR')
1/1023.bmp (0.49999991059303284, '1 HR')
1/298.bmp (0.5, '1 HR')
1/180.bmp (0.49999719858169556, '1 HR')
1/1156.bmp (0.5000002384185791, '1 HR')
1/211.bmp (0.5000000596046448, '1 HR')
1/1236.bmp (0.5, '1 HR')
1/975.bmp (0.49999991059303284, '1 HR')
1/998.bmp (0.4999968409538269, '1 HR')
1/105.bmp (0.5, '1 HR')
1/117.bmp (0.49999991059303284, '1 HR')
1/1072.bmp (0.4999997019767761, '1 HR')
1/755.bmp (0.5000001788139343, '1 HR')
1/1138.bmp (0.49999967217445374, '1 HR')
1/80.bmp (0.5, '1 HR')
1/1085.bmp (0.49999961256980896, '1 HR')
1/872.bmp (0.5, '1 HR')
1/367.bmp (0.5, '1 HR')
1/938.bmp (0.4999973773956299, '1 HR')
1/1198.bmp (0.49999961256980896, '1 HR')
1/317.bmp (0.5, '1 HR')
1/430.bmp (0.5, '1 HR')
3/1142.bmp (0.5000004768371582, '3 CR')
3/1226.bmp (0.5000038146972656, '3 CR')
3/749.bmp (0.5000009536743164, '3 CR')
3/124.bmp (0.499997615814209, '2 CL')
3/343.bmp (0.5000491142272949, '3 CR')
3/1200.bmp (0.5000011920928955, '3 CR')
3/1064.bmp (0.5000021457672119, '3 CR')
3/374.bmp (0.5000171661376953, '3 CR')
3/468.bmp (0.500007152557373, '3 CR')
3/687.bmp (0.5000003576278687, '3 CR')
3/937.bmp (0.4999975562095642, '3 CR')
3/499.bmp (0.500005841255188, '3 CR')
3/437.bmp (0.500004768371582, '3 CR')
3/874.bmp (0.5000016689300537, '3 CR')
3/187.bmp (0.5001037120819092, '3 CR')
3/1147.bmp (0.5000011920928955, '3 CR')
3/1205.bmp (0.5000007152557373, '3 CR')
3/456.bmp (0.5000051259994507, '3 CR')
3/562.bmp (0.5000028610229492, '3 CR')
3/406.bmp (0.5000032782554626, '3 CR')
3/968.bmp (0.5000014305114746, '3 CR')
3/781.bmp (0.4999995231628418, '3 CR')
3/906.bmp (0.5000087022781372, '3 CR')
3/1174.bmp (0.5000728368759155, '3 CR')
3/998.bmp (0.5000066757202148, '3 CR')
3/843.bmp (0.5000293254852295, '3 CR')
3/593.bmp (0.5000014901161194, '3 CR')
3/931.bmp (0.5000101327896118, '3 CR')
3/93.bmp (0.4983607828617096, '2 CL')
3/156.bmp (0.5000442862510681, '3 CR')
3/137.bmp (0.500046968460083, '3 CR')
3/656.bmp (0.4999995231628418, '3 CR')
3/56.bmp (0.4999998211860657, '2 CL')
3/1089.bmp (0.5000009536743164, '3 CR')
3/218.bmp (0.5001754760742188, '3 CR')
3/1028.bmp (0.5000004172325134, '3 CR')
3/281.bmp (0.5000312924385071, '3 CR')
3/1159.bmp (0.5000011920928955, '3 CR')
3/724.bmp (0.5000004768371582, '3 CR')
3/1010.bmp (0.5000247955322266, '3 CR')
3/624.bmp (0.4999999403953552, '3 CR')
3/62.bmp (0.5000190138816833, '3 CR')
3/1119.bmp (0.5000064373016357, '3 CR')
3/718.bmp (0.5000013709068298, '3 CR')
3/531.bmp (0.5000000596046448, '3 CR')
3/249.bmp (0.5000433921813965, '3 CR')
3/812.bmp (0.49998968839645386, '2 CL')
3/1058.bmp (0.5000019073486328, '3 CR')
3/31.bmp (0.5000039935112, '3 CR')
3/312.bmp (0.5001267790794373, '3 CR')
4/674.bmp (0.8252632021903992, '4 nothing')
4/1004.bmp (0.9996124505996704, '4 nothing')
4/790.bmp (0.5446183681488037, '4 nothing')
4/775.bmp (0.5025125741958618, '4 nothing')
4/699.bmp (0.9979795217514038, '4 nothing')
4/725.bmp (0.9998949766159058, '4 nothing')
4/1045.bmp (0.878699004650116, '4 nothing')
4/617.bmp (0.5826773643493652, '4 nothing')
4/592.bmp (0.7051407098770142, '4 nothing')
4/663.bmp (0.9998710751533508, '4 nothing')
4/437.bmp (0.9999418258666992, '4 nothing')
4/110.bmp (0.7545082569122314, '4 nothing')
4/336.bmp (0.908341109752655, '4 nothing')
4/488.bmp (0.9998050928115845, '4 nothing')
4/341.bmp (0.8760326504707336, '4 nothing')
4/902.bmp (0.9978424310684204, '4 nothing')
4/800.bmp (0.9091379046440125, '4 nothing')
4/841.bmp (0.9984418153762817, '4 nothing')
4/927.bmp (0.6076714992523193, '4 nothing')
4/1030.bmp (0.6695923805236816, '4 nothing')
4/968.bmp (0.7851678133010864, '4 nothing')
4/825.bmp (0.7563631534576416, '4 nothing')
4/1020.bmp (0.9921409487724304, '4 nothing')
4/994.bmp (0.9970912933349609, '4 nothing')
4/273.bmp (0.9997280240058899, '4 nothing')
4/565.bmp (0.500761091709137, '4 nothing')
4/876.bmp (0.5324284434318542, '4 nothing')
4/18.bmp (0.9896671175956726, '4 nothing')
4/508.bmp (0.5021130442619324, '4 nothing')
4/815.bmp (0.5301051139831543, '4 nothing')
4/137.bmp (0.8754135370254517, '4 nothing')
4/412.bmp (0.8572915196418762, '4 nothing')
4/917.bmp (0.9867021441459656, '4 nothing')
4/643.bmp (0.5194765329360962, '4 nothing')
4/953.bmp (0.6621526479721069, '4 nothing')
4/246.bmp (0.999791145324707, '4 nothing')
4/750.bmp (0.9662954211235046, '4 nothing')
4/765.bmp (0.5511519908905029, '4 nothing')
4/1056.bmp (0.8690848350524902, '4 nothing')
4/942.bmp (0.9978086352348328, '4 nothing')
4/534.bmp (0.8852447271347046, '4 nothing')
4/193.bmp (0.5916904807090759, '4 nothing')
4/80.bmp (0.605006754398346, '4 nothing')
4/519.bmp (0.9998481869697571, '4 nothing')
4/219.bmp (0.9523285627365112, '4 nothing')
4/544.bmp (0.9982761144638062, '4 nothing')
4/392.bmp (0.9998944401741028, '4 nothing')
4/979.bmp (0.5026347637176514, '4 nothing')
4/462.bmp (0.5026466846466064, '4 nothing')
4/164.bmp (0.5642025470733643, '4 nothing')

iter_97000
2/1206.bmp (0.9999680519104004, '2 CL')
2/1249.bmp (0.9999735951423645, '2 CL')
2/1309.bmp (0.9999178647994995, '2 CL')
2/202.bmp (0.9999262094497681, '2 CL')
2/669.bmp (0.9999995231628418, '2 CL')
2/373.bmp (0.9999844431877136, '2 CL')
2/386.bmp (0.9999990463256836, '2 CL')
2/937.bmp (0.9999257922172546, '2 CL')
2/737.bmp (0.9999737739562988, '2 CL')
2/238.bmp (0.999592125415802, '2 CL')
2/824.bmp (0.9999884366989136, '2 CL')
2/36.bmp (0.9999935030937195, '2 CL')
2/528.bmp (0.9999944567680359, '2 CL')
